Kai Wagner,23,Philadelphia Union,Defender,"Ulm, Germany, International",7
Anton Walkes,23,Atlanta United FC,Defender,"Ulm, Germany, International",7
Casey Walls,17,San Jose Earthquakes,Defender,"Mill Valley, CA",1
Wan Kuzain Wan Kamal,22,Sporting Kansas City,Midfielder,"Carbondale, IL",6
Victor Wanyama,29,Montreal Impact,Midfielder,"Carbondale, IL",13
Collen Warner,32,Colorado Rapids,Midfielder,"Carbondale, IL",16
Taylor Washington,27,Nashville SC,Defender,"Somers, NY",11
Joel Waterman,24,Montreal Impact,Defender,"Somers, NY",8
Quentin Westberg,34,Toronto FC,Goalkeeper,"Somers, NY",18
Brian White,24,New York Red Bulls,Forward,"Flemington, NJ",8
Gordon Wild,25,LA Galaxy,Midfielder,"Leonberg, Germany, International",9
Josh Williams,32,Columbus Crew SC,Defender,"Leonberg, Germany, International",16
JJ Williams,22,Atlanta United FC,Forward,"Montgomery, AL",6
Eryk Williamson,23,Portland Timbers,Midfielder,"Montgomery, AL",7
Joe Willis,32,Nashville SC,Goalkeeper,"Montgomery, AL",16
Danny Wilson,28,Colorado Rapids,Defender,"Montgomery, AL",12
Alan Winn,24,Nashville SC,Forward,"Garland, TX",8
Tyler Wolff,17,Atlanta United FC,Midfielder,"Braselton, GA",1
Chris Wondolowski,37,San Jose Earthquakes,Forward,"Danville, CA",21
Andrew Wooten,31,Philadelphia Union,Forward,"Bamberg, Germany, International",15
Vito Wormgoor,32,Columbus Crew SC,Defender,"Leersum, Netherlands, International",16
Bradley Wright-Phillips,35,Los Angeles Football Club,Forward,"Leersum, Netherlands, International",19
Laurence Wyke,24,Atlanta United FC,Midfielder,"Bolton, England, International",8
Deklan Wynne,25,Colorado Rapids,Defender,"Auckland, New Zealand, International",9
Karifa Yao,20,Montreal Impact,Defender,"Laval, QC",4
William Yarbrough,31,Colorado Rapids,Goalkeeper,"Laval, QC",15
Dru Yearwood,20,New York Red Bulls,Midfielder,"Harlow, England, International",4
Griffin Yow,18,D.C. United,Forward,"Harlow, England, International",2
Jackson Yueill,23,San Jose Earthquakes,Midfielder,"Bloomington, MN",7
Wilfried Zahibo,27,Houston Dynamo FC,Midfielder,"Marseille, France, International",11
Renzo Zambrano,26,Portland Timbers,Midfielder,"Marseille, France, International",10
Gyasi Zardes,29,Columbus Crew SC,Forward,"Marseille, France, International",13
Eriq Zavaleta,28,Toronto FC,Defender,"Westfield, IN",12
Gedion Zelalem,23,New York City FC,Midfielder,"Berlin, Germany, International",7
Lucas Zelarayan,28,Columbus Crew SC,Midfielder,"Cordoba, Argentina, International",12
Adrian Zendejas,25,Minnesota United FC,Goalkeeper,"Chula Vista, CA",9
Reto Ziegler,34,FC Dallas,Defender,"Geneva, Switzerland, International",18
Walker Zimmerman,27,Nashville SC,Defender,"Lawrenceville, GA",11
Kyle Zobeck,30,FC Dallas,Goalkeeper,"Coralville, IA",14
Ethan Zubak,22,LA Galaxy,Forward,"Coralville, IA",6
Dario Zuparic,28,Portland Timbers,Defender,"Coralville, IA",12
Graham Zusi,34,Sporting Kansas City,Defender,"Longwood, FL",18
